F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
11.69,5.98,-9.48,Very low,UK,84.42,-178.2,137.56,-12,8,6.3,2,-410.13,9.19,13944.12,-976.2,0
-18.42,15.92,-5.52,Medium,Europe,24.69,-90.9,129.91,-12.88,6,17.97,6,562.17,22.26,12451.37,-943.73,1122.57
7.65,2.12,-4.41,Medium,Europe,117.75,-243.14,93.55,-18.06,4,22.35,6,-863.85,8.36,19530.79,-512.76,204.91
-1.28,23.5,-2.01,Low,Europe,3.03,-211.16,127.9,-12.3,8,6.81,12,-203.73,12.83,18939.64,-626.29,1241.64
13.32,27.38,7.02,Medium,Europe,1.53,-242.44,102.79,-23.42,8,2.13,6,-749.94,14.5,14957.76,-992.79,456.27
9.04,23.5,-14.67,Medium,USA,43.83,-239.82,100,-9.66,12,23.37,14,1175.28,20.97,14555.31,-582.58,2950.19
12.98,4.86,-14.07,Low,Rest,1.41,-389.74,123.04,0.58,8,3.48,18,-549.24,0.13,14849.98,-625.48,1163.87
-1.48,23.8,-1.83,Very low,UK,0.99,-166.02,117.1,-14.46,14,11.76,10,1691.82,11.88,15216.32,-638.55,2102.07
-37.82,4.1,-15.93,Low,USA,1.53,-104.24,85.74,-15.62,4,2.64,6,-727.89,15.55,16743.19,-864.42,0
30.95,11.8,-2.85,Very high,Europe,7.74,-304.34,73.3,-13.88,6,8.88,8,53.34,9.78,9972.7,-1269.23,133.18
-50.43,13.9,-27.78,Very low,UK,473.73,-139.46,96.07,-19.3,2,20.16,4,1677.87,18.15,17985.11,-560.44,1893.3
9.95,8.28,-14.88,Very low,Europe,79.95,-215.56,100.46,-25.2,8,18.36,12,560.85,10.79,28999.9,-456.68,635.49
-62.98,2.58,-8.67,Low,USA,0.75,-179.06,111.47,-8.5,6,19.14,8,434.58,14.82,7860.43,-380.73,1742.65
49.83,5.4,-7.14,Medium,USA,673.92,-270.58,77.99,-15.3,10,7.2,4,1386.42,16.91,12883.85,-670.74,0
-2.98,7.5,-25.62,Low,UK,6.39,-245.14,95.31,-16.28,14,3.99,10,-240.9,11.93,31610.99,-724.16,0
-0.05,17.24,0.24,Very high,Rest,1.08,-282.2,75.91,-17.34,8,27.81,10,-1182.57,13.64,14457.91,-691.64,3264.5
-10.88,18.88,-17.88,Low,Europe,0,103.82,106.9,-10.78,6,4.38,8,504.78,12.53,15603.05,-773.43,692.22
14.5,8.02,-7.71,Low,Europe,0.3,-136.92,145.97,-7.22,8,2.82,10,-661.17,19.26,19851.65,-81.43,639.53
-35.01,3.32,2.22,Very high,Rest,376.44,-173.52,70.81,-20.66,4,1.71,8,372.57,15.19,-3124.26,-441.95,305.34
-9.83,10.04,7.11,Very low,Europe,0.09,-194.8,141.22,-15.24,6,17.07,6,-313.11,14.64,19406.13,-1105.43,383.64
-59.54,15.04,-23.19,Very low,Europe,84.3,-156.48,71.81,-17.5,20,9.03,8,-752.88,16.43,15796.49,-842.23,0
18.92,3.04,-8.37,Medium,UK,0.18,-158.5,114.36,-15.98,6,6.75,10,81.78,14.45,12989.73,-678.71,604.38
-16.79,9,-9.96,High,USA,147.18,-304.44,133.32,-8.92,10,9.93,6,-161.22,12.92,12131.81,-321.08,1978.29
0.89,11.34,-0.36,High,UK,0.09,-9.44,112.78,-6.72,10,9.27,8,79.17,13.1,13119.99,-630.72,1082.86
2.5,12.52,-4.5,Very low,USA,22.86,-186.68,95.14,-17.18,8,1.26,10,-725.19,2.82,22263.15,-652.42,0
-20.74,9.58,6.15,Medium,Europe,15.84,-127.34,114.26,-9.58,4,9.9,4,822.3,8.7,14078.86,-684.77,609.84
-43.45,6.98,-4.56,Very high,UK,0,-137.54,57.39,-20.26,6,4.71,8,-622.77,14.9,35345.74,-1334.33,0
-53.87,8.82,1.95,Very low,Europe,0.21,-186.54,48.13,-8.94,4,0.81,6,-1097.55,6.89,15203.63,-920.14,0
19.98,5.58,-6.54,Very high,USA,70.95,-225.24,68.53,-25.2,4,16.77,12,51.24,15.68,22817.97,-629.49,1684.39
-46.55,14.66,-3.99,Low,Europe,32.97,-212,113.71,-6.58,10,33.99,4,-319.89,17.62,10388.89,-1037.99,598.77
-16.58,1.22,-18.36,High,USA,41.85,-249.36,150.83,-14.04,8,10.26,12,475.08,15.64,18025.21,-619.12,2362.58
13.55,8.68,-8.76,Low,UK,0.12,-189.32,93.7,-9.48,8,2.58,10,821.34,15.61,14779.34,-908.31,255.35
-0.4,4.56,-9.06,Very high,USA,0.66,-163.38,121.05,-3.48,10,13.35,2,-921.45,6.95,12565.02,-511.16,22.46
-16.11,5.86,16.98,Low,Europe,7.35,-171.72,126.06,-23.6,0,20.88,10,1362.54,12.79,12318.66,-529.13,1604.24
26.05,1.24,3.93,Very high,Rest,16.23,-73.88,94.88,-22.74,10,35.13,8,-509.73,10.91,19203.38,-1078.67,857.15
-36.17,3.4,-3.15,Very high,Rest,0.12,-210.06,76.47,-13.1,6,24,4,1366.14,10.13,17651.54,-517.83,2765.33
-40.86,23.92,-12.27,Medium,Europe,0.03,-143.72,69.38,-9.04,8,10.02,8,551.16,17.09,14761.37,-698.6,763.44
8.12,6.86,20.01,High,UK,9.66,-232.42,113.44,-21.72,12,9.78,8,-550.92,11.39,16593.66,-691.62,293.55
-4.07,7.74,-27.39,Medium,UK,68.28,-181,123.96,-17.9,4,3.42,10,2802.6,15.45,15926.33,-1487.78,1409.13
-17.77,20.98,-5.88,Very low,UK,152.52,-122.16,95.93,-14.48,6,12.75,4,-997.92,21.5,11850.79,-698.18,615.93
-15.59,6.32,-29.94,Very low,UK,78.93,-288.8,115.74,-16.2,10,2.64,8,2470.47,13.99,17614.82,-1048.68,452.91
47.49,6.88,5.85,Very high,USA,1.23,-132.92,88.94,-18.98,12,6.36,6,58.62,12.68,14343.52,-477.44,0
-24.51,3.18,-12.84,Medium,UK,1.74,-254.56,138.57,-18.84,10,32.04,12,999.09,14.56,11991.06,-1060.62,1930.62
-15.95,3.42,-14.4,Very high,UK,0.39,-146,105.93,-24.24,10,21.27,16,1078.02,15.77,9244.94,-60.93,2551.35
-13.34,13.68,-11.04,Very low,Europe,0.48,-70.7,87.18,-26.44,12,4.65,12,1586.61,14.43,11321.8,-819.5,289.61
4.4,2.48,-4.29,Very low,UK,2915.52,-197.76,61.7,-13.72,8,14.19,6,738.15,23.75,19208.46,-838.29,0
19.99,11.08,-8.91,Medium,UK,0.42,-177.48,100.11,-13.2,6,7.35,10,362.46,16.81,14810.65,-666.15,1107.65
-38.42,6.14,-14.76,Very low,Europe,1208.31,175.68,52.08,-15.92,12,3.99,10,1001.97,18.02,17348.13,-396.72,0
-10.07,8.44,3.24,Very low,Europe,4.95,-58.48,91.64,-9.34,6,15.36,12,-30.36,15.04,17836.96,-708.61,312.91
-36.26,17.1,-4.92,Very low,Rest,37.8,-213.94,52.29,-19.82,16,20.79,10,746.76,13.49,12331.39,-981.49,31.81
-16.87,16.82,-7.95,Very high,Rest,0.06,-205.48,72.81,-10.72,12,19.14,6,377.25,15.72,12400.19,-1063.72,1427.31
-4.86,18.68,-19.71,Very low,USA,4.2,-389.6,94.49,-13.12,14,7.53,8,108.75,13.65,13895.99,-1109.52,0
12.24,0.78,-18,High,UK,84.63,-120.78,79.78,-20.28,2,7.53,8,716.13,14.52,12686.7,-906.79,237.87
1.07,4.16,-15.27,Low,Rest,6.03,-175.96,87.2,-2.42,6,8.73,10,973.14,18.39,15581.69,-394.31,1092.21
-19.47,16.56,-15.3,Very low,UK,9.57,-181.12,95.04,-12.34,4,4.35,10,2165.46,15.36,25733.41,-752.83,1709.64
-15.37,12.44,-18.39,Medium,UK,10.17,-187.04,92.97,-8.32,10,2.73,8,1229.88,9.77,4566.42,-905.86,546.57
-22.43,5.44,-7.59,Very low,Rest,3.27,-97.94,61.77,-10.14,0,9.93,10,849.51,22.38,6676.84,-754.03,338.93
50.73,2.14,-3.3,Very low,UK,4.56,-3.9,93.3,-18.9,6,1.65,10,93.69,20.1,14927.25,-934.81,0
-20.18,5.82,-5.61,Medium,USA,0.24,-108.16,91.01,-16.8,4,7.65,4,-1057.02,11.27,14704.47,-273.51,0
-2.16,10.08,-17.25,Very low,UK,0.09,-57.1,75.62,-15.92,4,8.67,8,357.03,12.3,13897.85,-612.2,396.72
-12.34,1.06,3.81,Medium,USA,8.04,-246.7,71.18,-24.34,6,12.24,10,515.7,25.43,14342.94,-989.28,0
-2.29,3,6.87,Very low,Rest,0.45,-236.86,57.16,-15.22,6,7.5,14,761.25,9.93,8629.88,-1278.14,0
-70.31,9.4,10.38,High,Europe,0.9,-167.42,71.67,-11.46,10,15.57,8,1484.49,15.07,12808.38,-748.6,459.92
-27.63,9.1,-1.98,Low,Europe,0.21,-101.94,69.33,-9.28,6,7.02,6,1105.05,15.95,14256.09,-993.03,11.09
-13.37,6.52,-0.99,Very low,Europe,0,-197.18,74.38,-21.24,8,22.59,16,-181.59,16.47,16451.49,-1331.58,57.91
-47.86,2.38,-12.42,Very low,Rest,0.03,-244.36,125.35,-18.2,6,14.25,4,1030.29,17.15,14997.2,-836.5,599.04
-54.8,7.8,-3.24,High,Rest,6.18,-94.32,53.25,-18.32,12,15.69,6,7.74,25.68,13952.85,-992.97,0
-2.63,3.38,-14.16,Medium,Europe,1.86,-258.58,63.09,-14.2,12,14.31,6,-1438.41,12.97,7085.63,-1527.39,0
3.91,4.2,-12.78,Medium,UK,0.03,-130.62,121.57,-11.62,6,4.53,8,2038.8,36.27,10357.82,-820.55,1228.06
0.63,4.9,-3.33,Very high,Europe,4079.37,3.72,115.81,-12.02,4,16.59,12,-1231.05,11.55,7672.99,-986.64,464.44
7.3,5.14,-18.27,Very high,UK,1.17,-178.74,53.59,-17.86,8,3.3,14,1926.75,12.99,15442.38,-610.03,874.2
-18.37,17.3,-15.69,Low,USA,158.07,-177.9,66.84,-12.96,4,18.72,10,923.19,18.65,10804.67,-632.46,2491.88
-46.27,5.16,-5.07,Very high,Europe,2.55,-156.24,73.76,1.2,0,42.27,2,837.27,20.1,12664.18,-601.16,1351.77
16.86,7.44,-21.96,Medium,UK,4.02,-322.76,101.49,-13.12,4,21.72,4,2673.33,12.94,13820.43,-375.61,2370.53
13.68,2.76,-16.98,High,USA,239.22,-75.38,70.96,-9.28,6,18.84,6,220.23,5.55,17520.9,-708.72,0
-64,1.5,-22.08,Low,UK,7.08,-233.26,66.43,-21.24,12,11.16,10,642.93,12.66,15811.86,-1072.65,0
-8.65,0.3,-21.3,High,UK,10.08,-329.66,87.58,-16.5,10,9.12,4,505.59,9.26,14807.61,-791.77,0
-14.11,3.4,-16.47,High,Rest,7.32,-141.18,94.12,-14.42,8,12.42,8,1252.41,15.53,22313.9,-460.63,2039.66
-3.4,6.2,-10.32,Very low,UK,199.65,-230.84,77.21,-8.88,4,14.28,16,3136.2,13.18,11412.6,-1114.33,1523.13
-1.66,7.78,0.54,Very high,UK,0.03,-128.82,101.35,-21.96,10,21.54,8,899.28,15.5,15132.01,-1273.72,1073.28
-2,4.36,-9.81,Medium,UK,2.07,-243.78,92.42,-16.2,6,6.18,6,1448.37,13.21,17906.55,-928.93,323.67
-1.27,7.06,-10.65,Medium,Rest,125.34,-111.54,100.38,-13.02,16,4.89,2,-265.35,12.87,16749.78,-720.9,0
65.3,2.56,-12.3,Medium,Europe,5.76,-177.5,127.34,-6.4,4,7.11,14,1544.79,11.17,15517.97,-1418.14,546.71
-38.1,7.78,-7.44,Medium,Rest,10.77,-240.98,28.27,-9.72,6,52.83,6,1653.03,16.6,12885.87,-396.98,3655.07
5.28,15.5,-20.88,Very high,Rest,0.51,-254.92,91.3,-2.96,4,2.49,10,715.44,14.32,14265.08,-849.72,3195.71
-40.14,2.7,-14.91,Very low,Europe,0,-121.78,45.24,-4.18,6,12.18,10,-850.86,16.21,16044.89,-462,0
-37.94,2.9,-14.1,Low,Europe,0.03,-142.08,114.81,-13.18,8,12.51,4,131.07,7.95,10025.95,-1170.55,0
-6.47,7.1,-6.81,Very low,USA,3.09,-193,103.73,-16.1,10,15.72,6,-308.97,18.38,15899.08,-565.95,0
-20.61,15.38,-11.55,High,USA,1.77,-175.94,120.47,-10.22,6,29.13,8,1154.07,15.82,13791.5,-353.65,2978.27
-56.78,19.36,-24.39,High,USA,870.39,-324.16,144.44,-11.82,10,12.63,12,429.42,14.6,17217.83,-927.31,2872.69
-32.33,15.76,-6.15,Very high,Rest,0.6,1.4,78.7,-14.04,12,4.77,6,754.44,13.93,16602.7,-656.62,1179.69
-7.68,4.04,-14.85,Very low,USA,0.51,-238.2,59.4,-16.58,16,6.18,14,1266.99,18.31,17412.22,-471.77,0
-16.38,1,1.2,Very high,Europe,6.57,-221.98,57.12,-11.32,6,7.95,18,-96.6,15.39,16794.7,-668.35,173.96
48.61,16.78,-12.51,Very high,UK,4.83,-332.9,112.56,-11.02,4,5.67,12,697.77,14.94,14509.83,-1001.06,2121.36
-67.08,6.38,-6.6,Low,USA,0.06,-158.84,81.76,-22.2,12,10.08,8,-244.2,15.23,15373.65,-993.13,0
2.75,13.16,-19.44,Medium,Europe,0,-273.06,62.93,-10.36,14,26.94,8,-67.11,14.69,15690.14,-433.03,375.16
2.3,8.2,-10.53,Very low,USA,0.21,-213.36,68.31,0.52,6,48.63,4,-539.28,17.47,15481.09,-850.82,1115.28
-42.12,17.72,-3.39,Very high,Europe,17326.44,-95.6,65.56,-10.06,0,15.03,12,848.94,13.9,17249.27,-972.2,1302.46
-41.37,2.74,-21.09,Very low,Rest,0.09,-101.42,10.66,-19,14,4.02,6,33.42,14.64,14082.91,-857.09,0
-15.54,6.72,-10.05,High,USA,0.03,-252.4,109,-5.18,6,1.74,18,1327.05,16.5,16253.71,-151.75,2838.96
-7.46,1.72,-7.35,Very low,UK,0,-99.66,42.65,-20.2,6,10.08,8,899.28,18.4,11390.18,-957.05,0
-42.32,11.58,11.76,Very high,USA,2.79,-147.94,124.69,-10.14,14,1.35,10,217.77,14.6,16501.85,-827.3,1096.66
-10.21,2.3,-19.32,Very high,Europe,0,-137.62,83.7,-14.74,10,6.78,6,-959.16,15.8,13483.17,-405.82,0
-26.6,4.56,-9.03,Low,UK,89.04,-87.8,78.71,-13.94,10,3.75,8,-679.95,14.09,13624,-851.67,0
-45.02,4.88,0.9,Very low,Rest,9.63,-187.34,115.9,-20.34,6,26.1,14,-319.77,13.8,14824.2,-251.13,3417.85
-97.31,7.84,-18.27,Low,UK,1.02,-345.4,75.09,-16.4,4,18.09,6,362.13,22.04,15327.08,-1037.55,255.84
-37.38,7.9,-2.16,High,Rest,16.11,-271.24,80.88,-13.1,10,0.45,12,-408.87,20.68,22272.87,-722.32,0
6.5,4.74,3.06,Medium,USA,1102.14,-335.02,115.96,-13.32,4,23.61,6,552.69,20.17,15385.39,-746.82,2177.47
-21.26,8.4,-14.52,High,USA,66.15,-54.98,106.92,-12.22,6,11.43,6,-11.37,13.54,11665.67,-934.47,728.66
-67.72,4.96,-10.8,High,UK,0.12,-228.56,108.01,-11.08,6,7.62,6,1658.16,17.75,18267.59,-740.09,1143.66
7.6,11.46,-13.56,Very low,USA,73.74,-52.98,126.28,-16.22,6,2.37,8,554.13,17.78,31062.61,-1073.4,405.89
-5.06,3.64,-15.63,High,USA,0.3,-241.46,116.36,-26.86,6,10.41,8,-183.69,18.29,11729.37,-908.59,482.89
24.99,4.3,-22.32,Very low,Rest,0.45,-401.7,65.92,-14.96,8,9.75,14,465.57,10.75,13978.5,-243.06,318.33
7.39,12.48,-17.58,Medium,Europe,28.02,-141.58,82.76,-20,6,14.07,2,878.82,13.67,11639.9,-791.88,321.58
-30.84,21.52,-9,Very high,Rest,223.86,-198.32,91.3,-25.3,8,12.81,12,-162.27,27.14,13608.17,-868.52,3546.01
-41.21,17.88,-5.97,Very high,USA,0.03,-75.98,102.64,-11,6,4.92,10,-142.02,12.39,11587.22,-996.19,2186.52
-19.61,3.18,-5.22,High,Europe,170.79,-128.66,124.64,-15.16,2,21.12,6,657.45,13.29,13490.45,-578.27,1081.64
-29.01,13.78,-15.57,High,Rest,1.02,-164.68,64.83,-21.4,8,2.58,6,1364.94,12.65,16185.73,-469.58,1365.78
-53.66,6.58,-9.06,Very low,Rest,0,-49.32,128.6,-16.48,6,6.54,14,-622.44,14.29,13652.18,-852.09,769.82
67.71,12.4,-11.13,Low,USA,0.66,-183.2,115.58,-12.12,6,4.14,16,-2497.29,14.18,11125.79,-114.75,1364.19
34.77,19.5,4.53,Low,Rest,0.57,-186.02,74.44,-15.32,10,14.19,12,538.62,18.75,13619.53,-579.32,2929.19
-24.51,5.68,-29.76,Low,Europe,25.53,-206.54,86.8,-13.94,6,14.61,14,1368.6,14.85,6043.22,-1005.42,459.48
-2.14,2.4,0.09,Low,USA,0.42,-110.5,56.49,-3.52,4,5.55,10,360.09,16.21,4720.35,-1017.94,0
14.34,8.64,-9.06,Very low,USA,10.38,-189.44,80.89,-1.02,12,16.23,10,1146.3,10.88,20348.6,-999.5,0
34.29,6.02,-19.71,Very low,Rest,29.52,-189.76,67.07,-16.74,6,43.26,8,-664.44,15.06,17718.05,-902.27,704.46
-12.74,6.12,-1.65,Very low,UK,0.42,-161.04,140.86,-7.38,6,18.21,6,939.66,15.5,14955.45,-624.19,1506.1
31.95,10.78,-1.38,Very low,USA,1725.81,-255.86,91.98,-13.02,8,6.72,2,668.76,15.04,22808.72,-313.95,0
34.81,11.3,-20.61,Medium,Europe,0.15,-235.18,146.22,-27.08,6,12.75,10,-39.3,12.49,14799.95,-913.63,977.69
-9.28,1.04,-6.54,Low,USA,0.3,-172.74,92.68,-29.42,8,22.02,12,254.52,4.01,14208.56,-819.72,350.89
-42.55,1.82,-8.25,Low,UK,0.15,-184.08,88.87,-15.38,8,12.45,6,810.27,10.7,19736.54,-464.64,209.77
-44.26,5.7,-20.16,High,USA,0.03,-196.14,90.34,-7.56,16,4.71,4,377.01,18,17258.75,-840.1,0
-19.17,11.94,-8.34,Medium,UK,27.33,-259.4,117.39,-13.7,10,17.37,6,-608.43,13.44,17987.77,-670.66,884.38
-9.39,6.64,-22.8,Very high,Europe,2.7,35.94,128.88,-18.48,8,13.68,8,1116.69,16.56,15421.12,-599.4,1129.01
13.37,5.9,-4.53,Very low,UK,0,-68.44,36.98,-2.76,12,6.12,4,638.37,14.63,11177.78,-806.49,0
-36.18,15.88,-14.55,Very low,UK,0.96,-273.1,96.86,-19.64,10,14.22,8,-458.94,17.78,16229.49,-737.3,506.71
-59.33,8.92,-5.7,Very high,UK,3.36,-216.54,108.26,2.22,0,8.31,4,930.6,15.05,14511.91,-921.82,1486.25
-57.74,7.92,-23.4,Very low,Europe,0.6,-215.88,43.94,-17.2,14,9.18,16,449.61,13.55,11168.69,-763.98,0
-54.51,2.56,5.31,Very low,USA,3.57,-230.22,132.69,-19.98,8,4.8,8,-609.06,23.75,16813.29,-787.62,0
-4,5.36,-26.4,High,UK,1.38,-176.04,84.61,-11.22,6,8.37,8,-428.67,16.37,17361.13,-897.53,0
6.03,5.7,-9.03,Very low,Rest,2.07,-90.6,99.58,-16.44,8,6.69,10,199.2,10.95,7302.1,-740.39,10.3
7.15,0.68,-15,Low,UK,0.3,-176.96,131.67,-20.18,2,14.7,14,104.07,14.93,13893.3,-829.61,1329.66
22.54,20.2,-10.32,High,USA,0.03,-130.36,140.96,-10.92,12,21.75,6,1143.9,16.89,16459.1,-481.3,2959.77
17.16,15.78,0.96,Medium,USA,0.69,-208.62,55.51,-15.2,18,17.46,4,1057.59,14.86,10674.08,-869.33,0
-23.69,14.16,0.15,Very high,Europe,0.15,-169.68,118.52,-13.8,12,1.08,10,2222.37,15.19,11197.67,-564.07,1267.34
-12.38,5.52,-6.06,Very high,Europe,0.57,-238.42,92.8,-10.48,8,2.4,2,-1859.31,12.54,12222.33,-522.56,0
-26.66,0.08,-13.02,High,Rest,0.06,-115.8,127.71,-15.62,12,6.03,6,1378.8,14.31,16059.47,-146.62,1929.85
-29.86,13.08,1.71,High,Europe,21.3,-135.26,89.86,-13.8,2,5.85,18,264.33,14.7,9553.16,-481.8,1323.82
-7.76,1.68,-16.11,Medium,UK,0.15,-305.14,88.54,-16.46,8,26.04,10,2075.49,15.95,6354.24,-835.76,1394.21
-8.92,9,-3.15,Low,UK,0,14.46,47.69,-22.2,8,13.65,10,646.95,14.28,12456.39,-479.26,336.18
33.5,7.5,-20.67,Very low,Rest,7.47,-190.88,93.48,-13.22,12,6.36,14,776.85,14.18,12538.39,-825.11,110.25
-13.58,2.14,-15.09,Low,USA,0.39,-173.3,81.47,-10.14,6,38.16,4,617.22,13.29,6068.28,-592.84,1517.22
-21.5,22.5,-28.59,High,Europe,5.19,-168.04,138,-4.7,4,1.53,6,203.82,12.2,15578.37,-680.66,1414.85
103.96,4.78,13.5,Medium,USA,0.06,-198.48,74.79,-14.16,2,13.53,10,1145.52,14.05,6019.79,-105.86,2433.17
0.08,6.6,-11.25,Medium,Rest,5.52,-154.58,93.27,-16.3,8,6.42,10,-180.6,15.25,20730.91,-751.08,112.05
-20.46,12.8,-10.11,Medium,Europe,2.28,-253.58,118.78,-14.22,14,2.64,2,-671.37,14.62,20372.66,-1141.89,0
-18.66,7.7,-10.29,Medium,Europe,5.94,-214.86,93.61,-10.04,6,8.04,4,-175.08,14.95,12964.95,-889.95,0
-39.95,16.54,-21.66,Low,USA,4.86,-380.8,90.96,-14.66,12,19.41,8,233.67,12.5,21727.28,-556.52,1740.35
23.84,1.22,0.87,Medium,Rest,4.02,-185.42,90.51,-12.66,8,5.37,10,1957.02,14.58,11818.79,-880.72,386.66
-49.73,11.72,-1.17,Low,Rest,0.03,-122.38,154.59,-7.86,10,12.63,6,985.86,26.13,13582.93,-674,3460.24
-35.96,9.14,-6.81,Very low,USA,19.29,-187.22,84.3,-10.1,6,11.49,4,-559.41,14.38,7037.94,-498.09,0
-9.48,9.98,-16.68,Very low,Europe,0,-248.22,73.01,-16.8,6,17.55,2,-395.91,11.78,9937.16,-268.89,93.74
-18.71,0.98,-17.88,Very high,Rest,0.36,-188.68,58.34,-16.72,8,8.55,14,-286.2,18.04,13868.08,-885.46,0
-0.42,9,9.45,Very low,USA,21.63,-165.38,44.98,-14.8,6,15.6,12,1156.2,4.14,18707.07,-331.16,991.99
-14.47,5.96,-2.13,Very low,Europe,0.06,-199.58,81.07,-13.04,6,3.03,6,101.19,14.77,17460.96,-399.8,0
34.35,19.46,-3.6,Low,USA,122.67,-273.58,77.58,-13.2,10,10.59,6,35.43,12.38,18567.28,-588.2,667.95
17.9,10.78,5.37,Medium,USA,0.75,-111.34,109.52,-13.24,6,7.95,0,161.25,8.21,14302.05,-880.63,0
-15.49,3.56,3.75,Low,Europe,1.35,-159.28,120.4,-7.66,8,10.41,6,48.6,20.05,14818.03,-877.51,46.87
17.63,5.26,-4.17,Very low,USA,1.59,-191.48,100.88,-12.68,4,12.63,12,1753.62,13.82,14192.69,-393.15,2447.35
-32.3,10.26,0.54,Very low,Europe,77.61,-255.64,99.82,-17.68,6,13.89,6,737.97,14.33,11551.57,-564.49,419.97
63.96,9.72,-5.91,Medium,USA,9.84,-70.92,79.63,-14.08,6,2.43,14,78.09,10.91,25046.44,-769.66,385.39
3.6,5.94,-11.73,High,Europe,10.89,-156.46,104.59,-17.2,10,10.35,22,-1471.11,17.29,22929.74,-529.71,501.68
-2.75,1.42,-6.45,Medium,Rest,0.21,-274.48,98.16,-23.8,8,24.75,8,-1151.01,19.03,17857.28,-895.59,1.14
-22.9,16.1,-9.78,Very high,Europe,0,-64.68,66.92,-11.9,8,13.47,6,961.92,11.41,16711.85,-41.71,1146.57
-16.55,5.12,-17.07,Medium,Rest,196.32,-182.46,77.54,-19.98,2,18.18,18,256.26,2.65,6116.41,-511.63,3367.45
-39.24,2.62,0.78,Very low,UK,2.55,-181.1,105.64,-18.76,8,18.42,4,358.65,15.73,17353.44,-947.87,0
-42.67,19.7,-10.26,Very high,Europe,16.92,-202.04,59.22,-14.68,6,15.27,8,-744.03,13.35,13180.87,-671.02,580.16
-25.13,8.82,7.71,High,USA,728.55,-70.74,105.37,-18.98,16,4.89,6,-1475.73,14.5,14238.63,-916.03,0
-55.97,3.26,-13.62,High,Europe,0.03,-72.38,106.67,-20.82,14,5.22,12,-1061.07,6.83,725.05,-481.49,0
-11.03,6.14,-0.48,Very high,UK,33.81,-304.78,107.72,-17.16,8,2.1,8,611.07,14.97,14627.99,-993.8,470.74
-31.39,4.2,-23.52,High,Europe,38.58,-229.6,138.48,-18.18,8,9.96,8,-684.75,20.8,15602.67,-1149.45,148.54
-21.01,11.92,-5.88,Very high,USA,16.71,-135.24,37.23,-15.12,8,11.4,6,241.17,14.61,14455.91,-900.71,0
-59.9,2.48,9.72,Very low,USA,4.26,-189.02,70.29,-11.42,6,4.23,8,195.48,13.92,14944.92,-926.98,0
4.1,9.74,-12.48,Low,Europe,451.17,-76.34,115.86,-14.34,10,18.36,6,2016.21,23.66,18566.27,-1567.86,343.14
-48.26,5.22,3.69,Very low,UK,80.67,-305.04,65.42,-17.78,4,7.14,8,49.47,27.07,15605.86,-433.76,0
-26.43,1.48,-15.78,Very high,UK,0.27,-222.64,96.8,-25.96,10,15.72,4,232.92,17.41,17148.27,-622.39,319.78
-3.54,3.98,-6.45,Low,Europe,31.29,-190.9,59.25,-8,4,14.04,4,418.56,13.66,13025.98,-323.96,37.84
4.66,12.8,-8.37,Very low,Europe,123.78,-162.08,103.86,-22.6,8,9.81,6,525,13.57,14709.02,-845.62,207.95
-29.69,1.22,3.45,Low,Europe,82.53,-204.42,114.08,-18.3,14,20.37,0,-256.56,14.16,16712.58,-590.36,0
3.59,11.1,-8.34,Very low,Europe,0,-234.46,92.22,-23.6,6,15.84,10,241.95,24.73,12611.04,-325.68,679.06
-63.28,9.78,6.51,Low,USA,86.67,-367.02,29.51,-10.46,2,7.47,8,761.22,14.92,16262.53,-700.47,0
-22.09,11.08,-0.33,Very high,Europe,0.78,-433.74,77.22,-8.9,6,13.23,4,-707.04,20.49,13632.52,-1012.8,79.88
-20.92,0.74,-7.86,Very high,UK,9.06,-206.04,33.01,-19.96,10,14.52,2,506.16,15.75,6935.78,-513.2,0
-9.99,3.78,-9.96,Very high,Europe,0.75,-257.2,62.43,-5.4,10,7.53,8,773.94,21.05,12731.86,-405.1,117.98
10.44,24.12,-12.36,Medium,UK,0.51,-224.14,85.94,-18.84,10,15.15,6,1103.46,14.77,13401.46,-149.17,2359.29
12.01,6.42,-36.96,Very high,UK,0.66,-47,196.84,-12.96,4,3.03,14,121.65,13.64,6624.79,-800.03,2745.53
-29.39,3.86,-13.65,Medium,USA,3.75,-231.42,69.94,-7.38,6,6.18,4,-330.54,16.46,16905.46,-415.37,0
-41.78,1.82,-0.48,Medium,Europe,3464.67,-239.3,69.23,-19.9,14,7.59,2,-184.74,16.9,20148.44,-999.75,0
1.98,1.96,-1.29,Very low,UK,0.06,-165.46,83.81,-5.98,8,16.68,12,-216.18,14.16,15642.68,-270.93,345.06
-47.92,3.74,-18.03,Very high,Rest,0,-193.84,79.25,-18.96,10,13.71,2,984.69,14.3,14326.48,-794.45,86.63
3.52,3.68,-10.86,Very high,UK,0.06,-92.44,120.35,-13.8,6,22.59,8,-166.56,9.02,8638.69,-983.49,1272.34
-18.46,4.36,-15,Very high,USA,1.74,-146.48,82.96,-12.5,12,8.64,12,512.01,11.35,14894.75,-1115.58,0
-47.85,7.76,-8.79,Medium,Rest,0.57,-85.66,106.65,-17.7,4,9.18,2,-92.64,14.22,20764.24,-945.38,143.47
-0.92,4.86,8.94,Very high,Europe,0.21,-296.02,65.85,-24.06,12,20.64,0,886.17,10.98,13424.14,-571.97,70.56
