F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-19.26,-24.6,20,12.82,-9.46,2.82,9.94,-34.98,-452.72,2,-8.04,91.66,0.55,2.12,,False
4.05,-10.26,165,14.46,-3.31,33.9,15.82,-36.98,-548.72,20,8.1,109.66,6.85,-1.39,,True
-9.69,-25.2,1,12.6,-11.27,5.64,10.25,-34.98,-464.72,2,-1.74,95.66,0.11,1.26,6.33,True
-12.93,-23.43,10,14.24,-7.94,1.11,10.29,-30.98,-402.72,2,0.3,135.66,0.45,1.12,,True
-0.39,-14.43,80,10.78,-8.98,40.8,16.42,-36.98,-458.72,20,13.23,289.66,6.8,-3.51,,True
-7.8,-24.72,29,14.38,-7.49,1.65,10.34,-30.98,-456.72,2,-2.31,91.66,0.19,4.13,5.47,False
-9.33,-28.23,52,13.26,-9.86,3.72,10.11,-30.98,-444.72,2,-7.5,79.66,0.86,1.52,7.05,True
3.06,-10.98,355,10,-3.29,23.85,15.87,-76.98,-548.72,10,15.27,9.66,6.4,-3.53,7.69,True
-9.09,-30.63,9,11.12,-8.38,3.48,10.12,-34.98,-420.72,2,-0.69,81.66,0.48,1.26,6.53,True
-11.79,-29.28,22,11.12,-8.25,2.52,10.5,-34.98,-430.72,2,1.35,79.66,0.54,1.18,,True
-6.18,-19.62,235,12.68,-3.89,44.55,15.82,-76.98,-678.72,20,5.64,-30.34,6.4,-2.72,5.93,False
7.02,-9.51,100,11.82,-2.87,21.3,16.67,-56.98,-658.72,20,15.63,279.66,8.5,-2.46,,True
2.91,-16.56,240,11.48,-4.6,33.75,15.57,-76.98,-808.72,20,4.65,-80.34,7.15,-2.12,4.88,False
-10.14,-28.71,37,12.66,-7.6,4.59,10.4,-26.98,-494.72,2,-2.91,137.66,1.01,2.6,5.72,True
-18.12,-28.89,33,13.5,-8.29,4.41,9.97,-30.98,-436.72,2,0.27,75.66,0.29,1.55,,False
0.45,-7.98,280,12.84,-2.64,42.15,15.67,-36.98,-498.72,20,11.61,239.66,9.95,-3.82,5.97,True
-12.09,-25.05,2,12.06,-7.73,0.63,10.15,-30.98,-492.72,2,-9.3,81.66,0.18,4.68,6.16,False
0.6,-22.83,130,12.86,-6.74,19.65,15.22,-56.98,-878.72,20,3.48,219.66,6.75,-1.86,4.32,False
-11.4,-37.11,39,14.36,-8.8,4.17,10.16,-34.98,-486.72,2,-2.73,91.66,0.05,1.38,,False
0.33,-19.62,315,11.78,-5.36,15.9,13.97,-76.98,-708.72,20,7.2,79.66,7.3,-1.21,4.66,False
0.3,-9.93,235,11.26,-3.2,17.85,15.62,-56.98,-728.72,20,10.02,-30.34,9.9,-2.7,6.44,True
3.39,-10.32,335,19.32,-3.44,21.3,16.72,-56.98,-698.72,20,10.83,269.66,7.55,-1.2,5.46,False
5.31,-10.62,380,9.86,-3.73,44.85,16.52,-56.98,-448.72,20,14.64,69.66,5.7,-2.31,7.92,True
-9.72,-27.12,65,13.48,-7.48,4.23,10.14,-30.98,-460.72,2,-2.01,81.66,0.56,1.95,,False
4.47,-11.19,30,9.68,-2.97,29.85,15.42,-36.98,-528.72,20,12.27,249.66,6.75,0.96,5.03,False
-14.67,-25.44,11,14.26,-9.26,4.8,9.85,-30.98,-442.72,2,-2.1,129.66,0.16,1.81,,False
4.5,-16.26,110,10.32,-5.17,26.7,16.07,-56.98,-468.72,20,4.44,-10.34,5.25,-0.59,,False
0.69,-12.96,355,11.72,-2.91,42.75,15.62,-56.98,-778.72,20,13.26,279.66,8.95,-2.45,,False
2.22,-13.59,100,8.48,-7.03,31.05,15.62,-76.98,-658.72,20,8.04,19.66,5.75,-0.58,6.06,False
-8.61,-25.11,35,14.78,-7.55,2.13,10.18,-30.98,-454.72,2,-8.31,97.66,0.49,3.93,,False
5.07,-10.68,120,18.02,-3.61,22.8,15.87,-56.98,-748.72,20,12.18,259.66,8.2,1.19,4.28,False
-7.02,-15.36,205,17.12,-5.16,21.75,14.72,-36.98,-778.72,20,5.43,189.66,7.05,-1.77,3.12,False
-7.95,-31.47,32,11.66,-7.39,0.69,9.76,-34.98,-432.72,2,-1.95,67.66,0.94,2.54,,False
-7.89,-23.85,3,12.7,-8.16,1.62,10.03,-26.98,-456.72,2,-2.19,113.66,0.64,1.46,4.69,False
-10.53,-24.21,27,11.76,-7.36,2.58,10.38,-30.98,-478.72,2,-2.91,91.66,0.91,2.03,,True
4.74,-10.14,300,13.2,-4.46,21.15,17.12,-56.98,-838.72,20,8.61,149.66,7.25,-2.96,4.36,False
-8.4,-26.13,6,13.96,-8.61,2.73,9.71,-30.98,-436.72,2,-0.48,91.66,0.62,2.38,,False
6.09,-14.97,285,11.96,-2.41,18.75,16.57,-56.98,-498.72,20,12.93,-30.34,6.6,-3.33,,True
-0.66,-12.18,205,12.1,-7.35,27.3,15.82,-56.98,-498.72,20,11.76,239.66,6.75,-2.74,,False
1.35,-14.07,95,16.46,-4.91,22.8,14.97,-56.98,-558.72,20,10.29,279.66,5.95,-1.7,5.09,False
4.74,-16.08,240,9.5,-6.5,23.4,17.47,-76.98,-508.72,20,12.69,29.66,6.1,-2.95,,True
-8.88,-24.45,52,11.76,-7.63,4.38,10.26,-30.98,-478.72,2,-4.5,67.66,0.18,1.89,5,False
-8.4,-25.71,7,16.56,-8.17,4.53,10.36,-30.98,-470.72,2,-3.48,109.66,0.22,1.83,,False
3.45,-11.61,225,13.04,-4.03,42.3,15.82,-36.98,-498.72,20,13.26,209.66,7.4,-2.39,,True
-10.23,-34.71,7,10.44,-8.82,5.31,10.06,-34.98,-426.72,2,-1.08,61.66,0.22,1.91,6.45,True
4.29,-16.77,175,11.88,-8.42,35.85,14.47,-36.98,-458.72,20,12.78,289.66,7.05,0.37,,False
-9.87,-28.08,8,11.94,-7.47,5.19,9.6,-34.98,-482.72,2,-0.93,83.66,0.81,1.47,,True
-2.73,-20.55,125,11.18,-6.61,23.1,14.82,-36.98,-808.72,20,7.17,109.66,5.6,-0.77,,False
-16.92,-28.5,71,12.64,-7.49,4.8,9.9,-30.98,-450.72,2,-0.24,89.66,0.81,4.36,5.65,False
-8.7,-25.56,65,12.82,-7.35,3.21,10.45,-34.98,-502.72,2,-3.42,79.66,0.65,4.81,7.13,True
-11.76,-29.13,9,14.52,-7.87,4.77,9.78,-30.98,-468.72,2,-4.56,65.66,0.94,1.65,7,True
-13.23,-25.74,77,14.72,-7.76,3.51,10.4,-30.98,-450.72,2,-3.87,89.66,0.82,1.31,6.23,True
1.68,-9.03,355,11.94,-2.64,37.5,15.52,-36.98,-458.72,20,9.45,159.66,9.45,-3.93,,False
5.04,-14.22,220,8.84,-2.98,42.45,14.82,-56.98,-588.72,20,11.94,119.66,9.35,-1.78,,True
1.59,-19.26,145,11.56,-4.12,16.95,15.32,-56.98,-518.72,20,10.08,189.66,5.6,-2.67,,False
-2.64,-15.06,190,10.46,-3.89,40.65,15.52,-36.98,-598.72,20,12.09,259.66,5.9,-1.6,,False
-11.04,-27.12,13,12.82,-8.34,4.47,9.63,-30.98,-478.72,2,-2.58,67.66,0.45,1.55,,False
-10.5,-29.82,7,12.5,-10.83,4.47,9.59,-34.98,-442.72,2,-3.15,93.66,0.46,3.27,,False
-8.64,-24.33,55,11.7,-8.05,2.64,10.29,-34.98,-488.72,2,-1.77,81.66,0.4,1.99,5.12,False
-10.53,-27.21,1,13.76,-10.32,5.46,9.67,-26.98,-454.72,2,-5.13,129.66,0.97,1.26,5.18,False
-8.55,-24.9,7,11.12,-7.59,0.93,10.15,-34.98,-486.72,2,-0.09,75.66,0.08,1.85,,False
2.79,-14.73,80,11.74,-2.3,25.2,19.07,-36.98,-688.72,20,15.66,269.66,5.15,-3.96,6.1,True
-7.8,-25.26,16,13.06,-7.58,2.1,10.32,-30.98,-464.72,2,-7.62,85.66,0.31,3.11,5.19,False
6.84,-9.06,305,15.16,-2.66,18.75,17.37,-36.98,-528.72,20,15.6,119.66,9.2,-3.14,6.04,True
-9.36,-29.1,25,13.68,-7.49,5.97,9.87,-26.98,-432.72,2,-1.23,133.66,0.59,1.56,6.22,False
-8.22,-25.95,41,12.96,-7.65,2.52,10.41,-30.98,-430.72,2,-17.91,71.66,0.44,1.12,6.35,True
2.1,-19.44,130,14.34,-4.69,16.05,14.67,-36.98,-538.72,20,7.83,269.66,6,-0.55,4.72,False
3.42,-16.05,110,8.78,-3.49,20.1,16.27,-56.98,-768.72,20,8.82,-70.34,6.4,-2.9,,False
-7.92,-26.58,38,14.68,-9.09,0.66,10.05,-34.98,-474.72,2,-7.35,97.66,0.83,1.18,,False
1.53,-15,260,15.86,-7.95,29.55,16.37,-56.98,-528.72,20,9.75,99.66,5.5,-2.61,,False
-7.8,-25.83,39,13.56,-7.39,2.07,10.47,-30.98,-462.72,0,0.18,105.66,0.29,1.12,,True
1.89,-13.23,170,9.28,-4.59,15.75,15.62,-56.98,-888.72,20,7.65,-40.34,8.55,-2.68,,False
-2.55,-10.74,200,10.58,-4.83,40.8,18.27,-36.98,-838.72,20,13.56,209.66,6.1,-0.38,,True
-11.73,-28.02,38,11.92,-8.25,5.7,9.61,-34.98,-432.72,2,-6.66,59.66,0.76,3.66,7.3,True
-8.19,-35.67,9,10.74,-7.47,5.82,10.34,-30.98,-482.72,2,-1.8,81.66,0.37,1.19,6.09,True
-1.74,-16.11,230,12.3,-5.3,24.45,16.12,-56.98,-878.72,20,10.17,79.66,5.95,-0.29,5.17,False
-8.61,-23.49,42,13,-7.06,2.82,10.46,-34.98,-464.72,2,0.6,79.66,0.76,1,6.38,True
-11.34,-26.25,12,11.62,-7.76,1.56,10.39,-34.98,-424.72,2,-1.26,71.66,0.7,1.27,7.35,True
-9.15,-28.32,2,14.78,-9.08,3.15,9.64,-30.98,-420.72,2,-2.94,85.66,0.45,2.15,,False
-12.3,-28.35,1,12.02,-7.92,4.62,10.39,-30.98,-458.72,2,-8.07,131.66,0.39,1.28,7.5,True
-13.32,-31.2,2,11.36,-10.36,0.36,9.67,-34.98,-432.72,2,-0.27,71.66,0.58,2.65,5.1,False
-13.17,-23.88,16,15.44,-8.38,2.28,10.1,-34.98,-480.72,2,-4.5,73.66,0.94,1.2,6.08,True
-7.41,-23.79,18,11.68,-8.44,5.28,10.28,-30.98,-432.72,2,-0.69,97.66,0.83,5.67,7.39,True
-8.25,-24.66,6,16.08,-8.29,4.98,10.23,-26.98,-438.72,2,0.3,129.66,0.78,1.89,6.72,True
0.42,-12.36,225,12.48,-2.64,30.45,16.17,-56.98,-498.72,20,15.12,-70.34,7.7,-3.6,7.27,True
-6.36,-13.86,185,9.42,-6.34,41.85,14.62,-56.98,-758.72,20,10.41,169.66,7.25,-2.01,,False
0.75,-12.36,65,11.62,-4.8,27,16.62,-36.98,-698.72,20,12.27,249.66,8.3,-3.23,,True
2.16,-7.71,200,11.64,-4.37,18.15,18.37,-56.98,-718.72,20,16.89,99.66,8.7,-3.57,7.39,True
-10.32,-12.45,365,13.02,-5.77,17.1,15.52,-56.98,-848.72,20,9.33,-20.34,8.65,-1.54,,False
-10.74,-24.45,20,12.92,-7.81,4.62,10.31,-30.98,-462.72,2,-6.87,107.66,0.2,3.6,,False
4.35,-10.98,240,8.86,-3.21,27.9,17.37,-76.98,-828.72,20,13.68,-100.34,6.2,-2.82,4.61,False
5.16,-10.08,50,13.62,-2.53,18.15,16.37,-36.98,-598.72,20,11.76,219.66,10.25,-3.52,7.37,True
-10.89,-31.14,11,17.4,-9.44,3.27,9.64,-32.98,-442.72,2,-0.45,99.66,0.9,2.46,5.3,False
-13.5,-33.09,14,18.44,-8.45,5.76,9.96,-26.98,-458.72,2,-10.62,119.66,0.32,2.66,,False
-8.76,-24.96,2,12.24,-8.39,5.31,9.72,-30.98,-428.72,2,-1.71,91.66,0.36,1.81,5.79,False
-7.11,-24.93,7,13.84,-7.63,1.2,10.4,-30.98,-412.72,2,-4.89,127.66,1,1.68,,True
-9.72,-25.65,3,11.6,-12.58,3.66,9.59,-34.98,-464.72,2,-2.34,93.66,0.78,2.12,5.54,False
-17.19,-27.66,49,16.18,-8.23,3.33,10.43,-30.98,-476.72,2,-8.01,115.66,0.92,1.21,,True
-7.11,-16.11,60,9.62,-5.27,40.05,14.97,-56.98,-738.72,20,8.13,-0.34,5.45,0.06,,False
3.96,-11.79,345,20.46,-5.8,27,14.82,-56.98,-618.72,20,13.5,149.66,10,-3.12,,False
-0.09,-15.84,135,8.5,-5.25,41.55,14.47,-56.98,-678.72,20,-0.81,39.66,5.6,-0.19,5.85,False
-10.74,-26.07,8,13.34,-9.13,6.03,9.42,-30.98,-416.72,2,-2.55,129.66,0.96,1.44,4.85,False
7.17,-9.96,190,10.08,-2.82,25.05,17.22,-76.98,-498.72,20,13.05,79.66,6.65,-3.81,7.12,True
-8.37,-25.26,35,11.52,-8.6,6.48,9.75,-30.98,-480.72,2,-3,83.66,0.92,2.82,,False
0.21,-9.99,225,9.68,-5.1,26.7,16.02,-76.98,-838.72,20,14.28,-10.34,9.4,-3.15,,True
-2.13,-10.98,350,10.12,-3.36,17.55,16.52,-76.98,-778.72,20,14.37,-100.34,8.6,-0.8,,True
8.22,-8.28,340,15.14,-4.33,26.55,18.52,-56.98,-568.72,20,13.74,189.66,7.05,-3.52,6.62,True
-7.98,-24.99,26,12.52,-11.31,1.92,10.06,-30.98,-470.72,2,-7.77,75.66,0.69,3.94,5.45,False
7.98,-8.4,250,12.36,-3.58,20.4,18.12,-56.98,-498.72,20,12.93,119.66,8.2,-3.56,,True
-13.32,-24.21,4,10.88,-8.49,4.77,10.38,-30.98,-474.72,2,-6.18,63.66,0.62,1.98,,True
6.66,-18.27,325,12.4,-4.03,25.95,17.47,-56.98,-538.72,20,13.35,149.66,6.15,-2.64,4.61,False
0.66,-11.37,145,9.62,-3.86,16.5,15.47,-56.98,-888.72,20,10.8,9.66,9.05,1.3,,False
-2.43,-11.25,155,11.44,-5.16,30.9,17.87,-56.98,-808.72,20,14.13,269.66,6.9,-1.59,,True
-8.76,-35.1,7,15.46,-7.47,6.27,9.67,-30.98,-416.72,2,-1.35,105.66,0.54,3.38,,False
0.27,-13.74,295,13.22,-3.35,22.05,18.32,-56.98,-688.72,20,15.66,149.66,7.9,-1.04,6.3,True
6.33,-10.29,230,12.98,-3.52,22.2,18.57,-36.98,-628.72,20,6.45,119.66,5.55,-3.12,5.92,True
-9.87,-24.51,18,17.98,-8.53,1.38,9.91,-34.98,-492.72,2,-3.45,61.66,0.79,1.4,6.24,False
-12.24,-26.25,5,11.2,-9.64,5.82,10.29,-34.98,-448.72,2,-0.27,81.66,0.61,2.18,7.17,True
-9.87,-31.89,21,11.42,-7.14,5.4,10.42,-30.98,-426.72,0,0.45,79.66,0.19,2.85,6.45,True
-14.49,-24.75,43,13.12,-8.52,1.05,9.97,-34.98,-494.72,2,-7.23,65.66,0.94,1.68,,False
-16.53,-27.09,7,11.66,-7.55,0.99,10.03,-30.98,-414.72,2,-0.36,63.66,0.83,4.15,6.57,True
-10.32,-23.46,27,11.74,-7.41,1.02,10.05,-30.98,-434.72,2,-0.78,79.66,1,2.04,5.63,True
4.5,-11.37,210,18.38,-3.82,36,17.72,-56.98,-548.72,20,14.58,209.66,5.95,-3.37,6.81,True
-16.71,-31.68,17,12.08,-14.88,2.37,10.11,-26.98,-474.72,2,-5.37,117.66,0.82,3.15,,True
7.53,-13.62,215,12.18,-2.48,22.5,18.97,-56.98,-798.72,20,15.51,129.66,6.55,-3.87,6.81,True
-12.45,-25.68,1,10.58,-8.21,5.16,9.7,-30.98,-490.72,2,-6.06,59.66,0.31,3.98,5.98,True
-9.24,-28.62,1,14.6,-8.5,4.08,9.5,-30.98,-486.72,2,-3.45,79.66,0.4,2.72,,False
-9.3,-29.19,10,12.28,-7.36,3.33,10,-34.98,-452.72,2,-6.33,87.66,0.59,2.39,6.52,True
4.29,-11.88,190,11.12,-3.42,23.85,15.27,-56.98,-528.72,20,4.53,229.66,8.7,-3.17,,False
-15.96,-23.67,24,15.44,-7.71,5.04,10.49,-30.98,-412.72,2,-2.52,109.66,0.42,1.39,,True
5.22,-15.36,325,20.18,-5.16,22.95,15.27,-56.98,-438.72,20,10.8,69.66,6.9,-2.24,,False
-11.82,-31.02,55,12.72,-11.13,2.28,10.41,-30.98,-492.72,2,0.57,81.66,0.93,1.71,,True
-8.76,-32.07,10,13.7,-7.3,2.73,9.95,-30.98,-448.72,2,-2.04,115.66,0.7,1.63,,False
-10.11,-24.93,6,13.8,-8.44,5.34,10.25,-30.98,-416.72,2,-5.94,135.66,0.14,1.51,,False
-8.82,-23.79,12,16.78,-8.07,2.28,10,-30.98,-498.72,2,-0.33,71.66,0.88,3.26,,False
-8.37,-29.46,9,13.78,-10.72,0.9,10.04,-30.98,-488.72,2,-3.03,83.66,0.65,2.93,5.16,False
-9.57,-28.65,13,10.94,-8.04,5.82,10.08,-30.98,-490.72,2,-2.97,79.66,0.78,6.37,,True
1.05,-14.49,365,10.36,-4.73,46.05,15.22,-76.98,-718.72,20,2.25,-70.34,5.35,-1.82,5.03,False
-1.71,-8.55,345,13.16,-2.62,26.55,17.87,-36.98,-698.72,20,14.1,249.66,7.6,-3.5,5.69,False
2.13,-30.48,90,13.38,-4.98,22.2,16.12,-76.98,-798.72,20,8.7,-60.34,6.7,-2.34,5.71,False
-8.79,-24.57,12,13.74,-9.63,4.65,10.12,-26.98,-492.72,2,-6.69,117.66,0.98,1.1,,False
-13.32,-24.24,26,18.86,-10.77,0.45,10.17,-26.98,-444.72,2,-0.6,101.66,0.87,1.16,6.26,True
-13.23,-28.59,34,13.1,-11.94,4.35,9.71,-30.98,-468.72,2,-2.31,83.66,0.79,2.44,,False
-11.91,-24,7,11.66,-8.08,1.08,10.53,-30.98,-414.72,2,-10.35,83.66,0.23,1.11,5.91,True
-7.23,-28.38,12,12.4,-8.26,1.92,10.36,-30.98,-420.72,2,1.62,79.66,0.94,1.09,,True
-11.73,-30.24,15,11.64,-8.49,0.81,10.24,-30.98,-418.72,2,-1.47,91.66,0.5,3.21,6.23,True
1.38,-11.94,340,14.72,-3.28,24,16.42,-36.98,-768.72,20,11.73,159.66,6.25,0.36,3.92,False
6.09,-9.87,250,15.14,-3.97,22.65,16.12,-56.98,-658.72,20,14.13,169.66,9.6,-2.71,,True
1.86,-14.37,80,11.98,-3.91,16.65,15.22,-56.98,-858.72,20,6.09,149.66,7.95,-1.22,,False
6.24,-9.9,105,12.26,-3.39,31.95,17.27,-36.98,-698.72,20,12.66,269.66,6.4,-2.71,,True
6.09,-19.74,185,15.54,-3.23,18.6,16.47,-56.98,-448.72,20,9.24,199.66,5.6,-0.6,,False
-8.07,-23.46,40,18.1,-7.18,0.78,10.43,-34.98,-420.72,2,-2.34,75.66,0.03,1.71,6.03,True
0.9,-14.94,360,13.28,-3.53,26.85,15.57,-56.98,-688.72,20,11.43,249.66,7.15,-2.22,4.85,False
-7.71,-27.18,3,12.78,-8.73,1.68,10.2,-26.98,-424.72,2,-2.43,103.66,0.52,1.83,6.66,True
-9.54,-30.81,45,16.38,-8.05,4.2,10.45,-34.98,-484.72,2,-2.52,91.66,0.33,3.23,,False
-12.87,-27.3,58,15.64,-8.21,3.96,10.23,-30.98,-420.72,2,0.69,117.66,0.81,2.16,,True
-9.6,-28.98,13,11.52,-7.78,0.66,10.24,-34.98,-444.72,2,0.6,65.66,0.57,2.04,,True
6.66,-9.12,325,17.54,-4.04,18.75,15.42,-56.98,-438.72,20,15.66,229.66,9.85,0.5,,False
4.35,-13.2,100,11.46,-2.78,19.35,17.42,-36.98,-748.72,20,15.99,199.66,9.85,-4.17,7.77,True
-21.87,-31.14,38,11.48,-8.19,6.21,9.59,-34.98,-452.72,2,-1.05,79.66,0.86,2.4,5.78,False
4.86,-17.1,195,10.26,-3.01,24.45,18.07,-56.98,-768.72,20,2.91,129.66,6.2,-3.26,,True
1.14,-8.52,235,13.64,-3.08,36.45,16.92,-56.98,-418.72,20,4.95,229.66,7.7,-3.81,6.24,True
6.39,-8.67,305,12.66,-2.93,31.65,19.07,-36.98,-518.72,20,16.2,219.66,5.75,-3.29,7.05,True
-8.19,-26.16,49,13.56,-9.69,1.02,10.34,-34.98,-454.72,2,-1.95,69.66,0.97,4.32,6.63,True
-8.61,-24.24,26,15.98,-9.34,3.21,10.22,-34.98,-458.72,2,-3.51,95.66,0.63,1.52,,True
-11.34,-25.44,17,13.9,-10.03,0.63,10.17,-34.98,-474.72,2,-0.18,89.66,0.27,2.49,5.4,False
-0.21,-10.2,295,12.9,-2.32,31.95,17.22,-56.98,-518.72,20,11.52,9.66,6.5,-2.62,,True
-9.75,-27.33,16,11.7,-8.24,1.14,10.09,-34.98,-464.72,0,-2.79,59.66,0.1,2,,True
-10.38,-33.15,14,13.28,-10.07,5.88,10.28,-30.98,-458.72,2,0.78,113.66,0.8,2.96,6.19,True
-11.28,-26.49,13,13.64,-7.85,1.83,10.41,-26.98,-420.72,2,0.15,127.66,0.93,1.9,,True
-9.33,-24.54,66,12.4,-7.31,4.65,10.34,-30.98,-470.72,2,-9.45,137.66,0.44,2.2,,True
-10.14,-24.45,9,15.14,-8.46,3.39,10.29,-26.98,-472.72,2,-1.8,111.66,0.26,2.46,4.54,False
-8.85,-45.57,11,15.04,-8.08,0.09,10.08,-34.98,-440.72,2,-5.85,97.66,0.2,1.25,,False
-12.75,-26.52,33,12.74,-7.8,0.9,10.41,-30.98,-424.72,2,-0.69,65.66,0.81,1.48,,True
-8.49,-28.17,18,11.22,-7.27,1.26,10.4,-34.98,-444.72,2,-3.48,61.66,0.53,4.34,6.98,True
-12.03,-27.24,32,12.5,-8.24,4.17,10.28,-30.98,-470.72,2,0.27,111.66,0.74,2.65,7.35,True
6.09,-10.95,15,9.32,-2.94,16.5,18.27,-56.98,-828.72,20,11.37,169.66,5.95,-2.83,,True
2.04,-14.16,205,10.78,-4.94,23.85,14.62,-76.98,-848.72,20,11.13,-100.34,9,-1.34,,False
-12.39,-24.48,49,15.32,-8.9,5.58,9.64,-30.98,-434.72,0,-0.99,107.66,0.59,1.93,6.16,False
-9.63,-25.92,42,12.2,-7.89,4.98,10.01,-30.98,-488.72,2,-0.69,61.66,0.64,1.9,,False
-17.49,-23.85,2,11.64,-9.29,3.9,10.27,-26.98,-464.72,2,0.15,115.66,0.21,1.29,,False
-10.29,-23.19,29,12.3,-8.76,1.26,10.5,-30.98,-474.72,2,0.93,113.66,0.67,1.12,,True
5.13,-9.6,140,9.22,-2.68,27.15,16.92,-56.98,-488.72,20,9.51,69.66,6.55,-3,,True
7.35,-11.7,335,15.22,-3.11,26.1,18.47,-36.98,-638.72,20,14.97,129.66,6,-2.4,4.37,False
5.37,-11.01,305,12.38,-2.28,39.15,17.72,-36.98,-798.72,20,15.81,269.66,8.95,-3.07,,True
-8.88,-23.13,9,13.58,-7.18,1.62,10.09,-26.98,-422.72,2,0.18,135.66,0.85,2.02,,True
-3.84,-19.05,95,14.18,-4.09,15.9,15.07,-36.98,-758.72,20,6.09,219.66,6.5,-1.03,4.78,False
5.88,-10.14,265,14.26,-2.61,15.45,15.02,-56.98,-438.72,20,14.1,109.66,9.5,-2.99,,False
-2.94,-13.5,195,9.88,-5.07,38.25,15.37,-76.98,-848.72,20,6.99,9.66,7.3,-1.71,5.41,False
-1.62,-13.26,190,15.08,-2.51,15.45,16.52,-56.98,-448.72,20,9.81,189.66,8.05,-2.41,5.61,True
-7.77,-29.67,20,16.76,-7.79,4.26,9.77,-30.98,-416.72,2,-5.76,139.66,0.91,1.28,4.98,False
-9.24,-28.8,11,14.56,-8.6,4.05,10.08,-30.98,-444.72,2,-0.99,103.66,0.15,3.05,,False
-8.37,-35.85,54,14.4,-7.24,3.33,10.51,-30.98,-458.72,2,-2.22,73.66,0.38,1.02,5.33,True
-12.84,-28.56,3,16.52,-7.76,6.15,9.86,-34.98,-416.72,2,-1.02,93.66,0.08,4.08,,True
-7.8,-24.99,7,12.72,-8.44,2.34,10.27,-30.98,-420.72,2,-3.81,89.66,0.09,2.88,5.16,False
8.37,-9.87,250,10.72,-2.47,18.15,18.67,-56.98,-618.72,20,6.69,-40.34,7.2,-2.09,5.85,True
2.97,-17.82,30,9.3,-3.38,28.65,15.97,-56.98,-698.72,20,11.76,169.66,6.5,-2.76,5.2,False
0.69,-19.26,35,16,-3.64,31.65,15.17,-56.98,-818.72,20,10.17,139.66,7.6,0.49,5.63,False
-4.77,-14.61,110,12.08,-4.4,24.3,14.42,-56.98,-708.72,20,5.85,-80.34,7.35,-1.06,4.45,False
-8.7,-22.8,25,13.38,-8.76,0.66,10.28,-30.98,-412.72,2,-0.81,95.66,0.92,3.11,6.82,True
-10.23,-29.82,28,12.58,-8.84,2.52,10.17,-30.98,-440.72,2,-9.18,127.66,0.58,2.1,7.03,True
-4.56,-12.81,150,13.3,-2.65,36.3,16.37,-36.98,-728.72,20,15.36,279.66,9.75,-2.7,6.65,True
-14.58,-31.08,22,13.08,-7.56,1.95,10.33,-30.98,-426.72,2,-4.86,65.66,0.16,1.15,5.33,False
-8.01,-22.77,35,8.98,-4.77,35.85,14.77,-56.98,-748.72,20,8.16,299.66,7,-2.07,,False
1.17,-10.47,80,12.28,-6.16,17.7,16.52,-36.98,-828.72,20,13.98,179.66,8,-2.57,,False
-8.13,-30.99,15,12.7,-9.12,3.99,10.14,-30.98,-444.72,2,-3.15,87.66,0.72,1.97,,True
-9.57,-28.02,20,11.26,-7.48,2.7,10.21,-34.98,-422.72,2,-7.08,69.66,0.33,1.53,7.66,True
-10.74,-27.99,13,12.02,-7.46,5.7,10.17,-34.98,-408.72,2,-4.53,79.66,0.12,2.22,,True
-23.85,-34.26,13,15.18,-8.28,5.25,10.09,-30.98,-420.72,2,-0.06,75.66,0.88,1.95,,True
-13.47,-24.6,16,11.46,-8.2,2.79,10.44,-30.98,-414.72,2,1.08,65.66,0.71,1.67,,True
-8.34,-31.53,13,11.6,-9.13,2.43,10.06,-34.98,-492.72,2,-3.45,73.66,0.79,3.48,,True
4.86,-11.82,85,9.8,-3.09,17.55,14.87,-56.98,-538.72,20,13.47,119.66,7.95,-1.23,5.16,False
-7.56,-16.56,50,8.88,-7.51,31.95,16.22,-36.98,-808.72,20,10.17,159.66,5.35,-2.24,5.13,False
-9.69,-24.21,22,19.66,-8.55,2.91,10.32,-26.98,-482.72,2,-1.47,115.66,0.37,1.64,,True
3.03,-12.66,250,10.72,-3.2,23.7,16.62,-76.98,-628.72,10,15.15,69.66,5.2,-0.3,,True
5.13,-11.85,200,11.04,-3.22,30.3,17.27,-56.98,-848.72,20,10.92,139.66,7.05,0.36,6.12,True
3.33,-18.42,150,19.48,-3.57,19.65,15.87,-56.98,-798.72,20,6.03,259.66,6.9,-1.05,4.89,False
-9.39,-26.7,2,11.58,-8.33,3.78,9.85,-30.98,-428.72,2,-5.94,137.66,0.62,2.6,,False
-9.39,-23.85,18,11.38,-7.73,5.91,9.92,-30.98,-444.72,2,-4.5,111.66,0.58,1.26,,False
3.12,-13.89,265,11.7,-4.9,35.4,15.22,-56.98,-458.72,20,8.37,219.66,6.3,-1.13,5.33,False
-8.25,-24.06,6,11.04,-8.44,2.61,10.17,-30.98,-420.72,2,-0.63,73.66,0.19,2.36,6.58,True
-6.51,-21.06,55,8.02,-4.27,28.95,14.32,-76.98,-598.72,20,8.34,-90.34,6.3,-2.01,,False
-11.19,-25.77,4,13.78,-8.14,3.66,9.75,-30.98,-408.72,2,0.24,69.66,0.34,4.72,,True
-9.36,-25.44,15,11.34,-7.63,5.04,9.79,-34.98,-492.72,2,-3,87.66,0.59,2.26,5.96,False
-19.71,-25.74,8,13.24,-7.73,4.29,9.49,-34.98,-476.72,2,-4.2,67.66,0.59,2.37,5.84,True
